country,matrix_group,organism,mean_pct,std_pct,max_pct,n_ab,embed_x,embed_y,cluster_id,cluster_method,embed_method
Poland,animal,C. jejuni,31.96666666666667,41.11483511661778,90.9,6,4.5637536,10.366529,2,HDBSCAN,UMAP
Poland,animal,E. coli,27.31555555555556,27.319206182739396,76.16666666666667,15,8.294175,5.4594884,1,HDBSCAN,UMAP
Poland,animal,E. coli (ESBL/AmpC),11.623240441088337,5.619622842440855,18.028333333333332,3,16.966742,4.9852695,0,HDBSCAN,UMAP
Poland,animal,S. Derby,8.34,7.717771699136999,19.4,15,5.154222,2.843985,1,HDBSCAN,UMAP
Poland,animal,S. Enteritidis,11.657777777777776,23.311134963124502,60.564341085271316,15,3.307679,2.4266925,1,HDBSCAN,UMAP
Poland,animal,S. Infantis,23.606493506493507,29.645452303591075,63.63636363636363,15,4.9901285,5.5363946,1,HDBSCAN,UMAP
Poland,animal,S. Kentucky,39.99666666666666,45.77559185334265,100.0,15,8.749852,5.612924,1,HDBSCAN,UMAP
Poland,animal,S. Typhimurium,39.99999999999999,44.00938211660912,100.0,15,8.3250265,6.451854,1,HDBSCAN,UMAP
Poland,animal,S. Typhimurium (mono),21.153333333333332,29.72386887591151,78.3,15,7.271603,6.8042293,1,HDBSCAN,UMAP
Poland,animal,Salmonella spp.,15.857955974842765,17.569001083700392,46.304716981132074,15,4.9208293,4.603499,1,HDBSCAN,UMAP
Poland,human,C. jejuni,36.425,43.661453251123014,87.2,4,3.9955966,10.406192,2,HDBSCAN,UMAP
Poland,human,S. Derby,7.785714285714286,19.79094031826984,54.5,14,3.9538276,4.356383,1,HDBSCAN,UMAP
Poland,human,S. Enteritidis,10.985714285714286,20.42949817309264,55.5,14,3.2924476,2.4878936,1,HDBSCAN,UMAP
Poland,human,S. Infantis,18.62142857142857,22.121836708118504,56.5,14,5.052803,5.3415165,1,HDBSCAN,UMAP
Poland,human,S. Typhimurium,18.400000000000002,22.015099713256244,61.5,14,7.5087957,6.402151,1,HDBSCAN,UMAP
Poland,human,S. Typhimurium (mono),22.857142857142858,33.664949000537504,93.3,14,7.594178,7.0454063,1,HDBSCAN,UMAP
Poland,human,Salmonella spp.,11.792857142857144,17.898021561730665,51.4,14,3.2942228,2.5232446,1,HDBSCAN,UMAP
Poland,meat,E. coli,23.713333333333335,25.718138864751985,73.5,15,8.579286,5.042169,1,HDBSCAN,UMAP
Poland,meat,E. coli (ESBL/AmpC),4.599583086845066,2.222282276600152,7.08,3,17.848581,3.7364764,0,HDBSCAN,UMAP
Portugal,animal,C. coli,43.875,38.356205495330215,90.475,6,5.3850756,9.596764,2,HDBSCAN,UMAP
Portugal,animal,C. jejuni,30.905555555555555,38.30720510508387,86.43333333333334,6,4.426083,10.131673,2,HDBSCAN,UMAP
Portugal,animal,E. coli,18.595000000000002,20.30526233692706,54.325,15,8.067501,5.0189514,1,HDBSCAN,UMAP
Portugal,animal,E. coli (ESBL/AmpC),19.770725227295905,13.34792204542421,32.995,3,16.485378,5.3741193,0,HDBSCAN,UMAP
Portugal,animal,S. Derby,30.0,36.83941988065036,100.0,15,8.423048,5.081167,1,HDBSCAN,UMAP
Portugal,animal,S. Enteritidis,3.806666666666666,8.947642679712322,33.55,15,3.3381653,2.4820185,1,HDBSCAN,UMAP
Portugal,animal,S. Infantis,0.0,0.0,0.0,15,-0.09299224,-3.0317397,-1,HDBSCAN,UMAP
Portugal,animal,S. Typhimurium,21.666666666666668,28.136571693556885,75.0,15,8.106156,6.3280406,1,HDBSCAN,UMAP
Portugal,animal,S. Typhimurium (mono),19.533333333333335,32.9248856526199,89.7,15,7.1008844,7.0128846,1,HDBSCAN,UMAP
Portugal,animal,Salmonella spp.,11.672980952380952,10.874016523083016,35.56778095238095,15,4.831841,2.879854,1,HDBSCAN,UMAP
Portugal,human,C. coli,47.35,44.73794064698702,91.5,4,4.2319846,9.567527,2,HDBSCAN,UMAP
Portugal,human,C. jejuni,40.525,46.7634739941335,90.4,4,4.108804,10.283727,2,HDBSCAN,UMAP
Portugal,human,S. Enteritidis,4.4923076923076914,9.501882404595904,28.0,13,6.220816,0.752766,1,HDBSCAN,UMAP
Portugal,human,S. Typhimurium,16.999999999999996,26.637098190305938,68.5,13,7.6433873,6.4424357,1,HDBSCAN,UMAP
Portugal,human,S. Typhimurium (mono),18.307692307692307,32.79701362264715,94.8,13,6.870899,6.8453355,1,HDBSCAN,UMAP
Portugal,human,Salmonella spp.,11.423076923076923,15.595680697239745,45.1,13,6.7968683,5.1836996,1,HDBSCAN,UMAP
Portugal,meat,E. coli,10.083333333333334,12.959988793352002,40.0,15,6.6382957,3.9808571,1,HDBSCAN,UMAP
Portugal,meat,E. coli (ESBL/AmpC),9.751330406070851,6.615999815644422,16.6075,3,16.823797,4.257631,0,HDBSCAN,UMAP
Romania,animal,C. coli,39.22083333333333,40.3367153368574,92.025,6,5.6621113,9.97978,2,HDBSCAN,UMAP
Romania,animal,C. jejuni,28.65555555555555,39.078659516795476,91.23333333333333,6,2.0457866,11.618014,2,HDBSCAN,UMAP
Romania,animal,E. coli,23.125,23.01025198533409,58.199999999999996,15,8.340446,5.329899,1,HDBSCAN,UMAP
Romania,animal,E. coli (ESBL/AmpC),17.840855503390717,9.989833853151751,28.6525,3,16.567533,5.337941,0,HDBSCAN,UMAP
Romania,animal,S. Derby,18.18,24.528385888307334,63.6,15,7.891403,4.5700927,1,HDBSCAN,UMAP
Romania,animal,S. Enteritidis,12.866521739130434,29.60001058080914,85.59130434782608,15,3.3581097,2.6726835,1,HDBSCAN,UMAP
Romania,animal,S. Infantis,33.54333333333334,45.89131129506927,100.0,15,5.051846,5.6323423,1,HDBSCAN,UMAP
Romania,animal,S. Kentucky,20.0,41.403933560541255,100.0,15,4.129072,4.9652915,1,HDBSCAN,UMAP
Romania,animal,S. Typhimurium,16.38,17.529218465179788,48.55,15,6.638174,4.6998014,1,HDBSCAN,UMAP
Romania,animal,S. Typhimurium (mono),28.773333333333333,34.035411531157344,94.7,15,8.18312,6.570018,1,HDBSCAN,UMAP
Romania,animal,Salmonella spp.,19.323999999999998,22.042445235330533,65.84941176470588,15,4.909784,4.4291773,1,HDBSCAN,UMAP
Romania,human,C. jejuni,25.44,35.42446894450219,72.7,5,3.772292,11.658268,2,HDBSCAN,UMAP
Romania,human,S. Enteritidis,7.671428571428572,19.50362603649456,54.6,14,3.9407578,4.3698683,1,HDBSCAN,UMAP
Romania,human,Salmonella spp.,9.314285714285715,18.195936027368525,52.6,14,4.0312004,4.3760853,1,HDBSCAN,UMAP
Romania,meat,E. coli,12.221666666666666,19.308419857175068,59.375,15,4.1202116,4.5351596,1,HDBSCAN,UMAP
Romania,meat,E. coli (ESBL/AmpC),7.1529745634819895,3.5131095300964685,11.06875,3,17.330544,4.177942,0,HDBSCAN,UMAP
Slovakia,animal,C. coli,33.225,33.979063406750925,78.55,6,5.4559875,9.896262,2,HDBSCAN,UMAP
Slovakia,animal,C. jejuni,32.733333333333334,39.48076324827912,89.4,6,5.179336,10.200858,2,HDBSCAN,UMAP
Slovakia,animal,E. coli,21.56666666666667,24.522064894022826,60.0,15,7.9747305,5.1354604,1,HDBSCAN,UMAP
Slovakia,animal,E. coli (ESBL/AmpC),18.40142857142857,4.412402048401153,23.189999999999998,3,16.890896,5.2612324,0,HDBSCAN,UMAP
Slovakia,animal,S. Derby,13.333333333333334,35.18657752744984,100.0,15,4.044071,4.7846255,1,HDBSCAN,UMAP
Slovakia,animal,S. Enteritidis,5.553333333333333,10.444487039764544,30.55,15,3.6439936,3.8320298,1,HDBSCAN,UMAP
Slovakia,animal,S. Infantis,29.898989898989896,43.26420585374409,96.96969696969697,15,4.875834,5.6047635,1,HDBSCAN,UMAP
Slovakia,animal,S. Kentucky,40.0,50.709255283710995,100.0,15,8.806895,5.691827,1,HDBSCAN,UMAP
Slovakia,animal,S. Typhimurium,33.333333333333336,48.795003647426654,100.0,15,8.364232,6.2236743,1,HDBSCAN,UMAP
Slovakia,animal,Salmonella spp.,21.80211711711712,25.222194417230316,61.472972972972975,15,7.766312,5.0767136,1,HDBSCAN,UMAP
Slovakia,human,C. coli,35.975,38.52301260285857,81.9,4,4.0128827,10.508317,2,HDBSCAN,UMAP
Slovakia,human,C. jejuni,26.4,36.896409039363164,79.8,5,3.795877,11.616931,2,HDBSCAN,UMAP
Slovakia,human,S. Enteritidis,8.014285714285714,13.825270168719861,38.7,7,6.173341,0.9060137,1,HDBSCAN,UMAP
Slovakia,human,S. Infantis,29.842857142857138,31.629145691005583,78.6,7,4.4392567,9.836177,2,HDBSCAN,UMAP
Slovakia,human,S. Typhimurium,18.657142857142855,21.049058343376245,46.4,7,6.823178,5.11118,1,HDBSCAN,UMAP
Slovakia,human,Salmonella spp.,10.6,14.582752369380296,41.2,7,6.1214676,1.0413918,1,HDBSCAN,UMAP
Slovakia,meat,E. coli,26.666666666666668,33.363081963380395,100.0,15,8.114226,5.467623,1,HDBSCAN,UMAP
Slovakia,meat,E. coli (ESBL/AmpC),10.424130313199106,2.814520814610806,13.59375,3,17.10186,4.9053755,0,HDBSCAN,UMAP
Slovenia,animal,C. coli,29.974999999999998,34.56273643680431,83.1,6,5.298839,10.09594,2,HDBSCAN,UMAP
Slovenia,animal,C. jejuni,21.566666666666666,34.156619661006665,84.7,6,1.6768054,11.427934,2,HDBSCAN,UMAP
Slovenia,animal,E. coli,13.216666666666667,14.552217144116693,34.099999999999994,15,7.433406,4.4187274,1,HDBSCAN,UMAP
Slovenia,animal,E. coli (ESBL/AmpC),17.63907287157287,7.389004132496027,23.259999999999998,3,16.885004,5.241224,0,HDBSCAN,UMAP
Slovenia,animal,E. faecalis,17.777777777777782,29.416319710661725,96.6666666666667,12,5.240057,8.856084,2,HDBSCAN,UMAP
Slovenia,animal,E. faecium,14.175193798449612,21.613761800810963,71.82093023255814,12,5.152557,8.671343,2,HDBSCAN,UMAP
Slovenia,animal,S. Derby,0.0,0.0,0.0,15,0.017458562,-3.011771,-1,HDBSCAN,UMAP
Slovenia,animal,S. Enteritidis,0.0,0.0,0.0,15,-0.010268736,-2.985374,-1,HDBSCAN,UMAP
Slovenia,animal,S. Infantis,29.77272727272727,44.01368924112056,100.0,15,4.745422,5.6825347,1,HDBSCAN,UMAP
Slovenia,animal,S. Typhimurium,0.0,0.0,0.0,15,-0.08738263,-3.0396464,-1,HDBSCAN,UMAP
Slovenia,animal,S. Typhimurium (mono),33.333333333333336,48.795003647426654,100.0,15,8.352738,6.584247,1,HDBSCAN,UMAP
Slovenia,animal,Salmonella spp.,7.89813725490196,9.313071658459622,24.648529411764706,15,5.0944,3.0462816,1,HDBSCAN,UMAP
Slovenia,human,C. coli,42.800000000000004,38.50155841001764,81.1,3,3.9063747,10.43457,2,HDBSCAN,UMAP
Slovenia,human,C. jejuni,40.9,41.38272586478566,83.2,3,3.9231234,10.473827,2,HDBSCAN,UMAP
Slovenia,human,S. Enteritidis,3.2363636363636363,6.434791795741759,21.6,11,6.1990886,0.76541454,1,HDBSCAN,UMAP
Slovenia,human,S. Infantis,35.07272727272727,34.92495070602365,92.9,11,4.260286,9.743956,2,HDBSCAN,UMAP
Slovenia,human,S. Typhimurium,9.500000000000002,11.152757506554153,34.4,11,6.0584826,1.1451625,1,HDBSCAN,UMAP
Slovenia,human,S. Typhimurium (mono),48.881818181818176,33.22603852949726,90.6,11,9.052942,4.9964023,1,HDBSCAN,UMAP
Slovenia,human,Salmonella spp.,9.245454545454544,8.344622656101789,24.6,11,5.8570733,1.6636287,1,HDBSCAN,UMAP
Slovenia,meat,E. coli (ESBL/AmpC),8.126671205519244,2.7211164258282303,11.19125,3,17.301195,4.6292434,0,HDBSCAN,UMAP
Spain,animal,C. coli,38.645833333333336,39.089606728216985,89.75,6,5.267887,9.625791,2,HDBSCAN,UMAP
Spain,animal,C. jejuni,24.422222222222228,36.068476027730405,77.93333333333334,6,1.7325128,11.447419,2,HDBSCAN,UMAP
Spain,animal,E. coli,15.18,17.422012963899597,45.425,15,7.6992664,4.5664945,1,HDBSCAN,UMAP
Spain,animal,E. coli (ESBL/AmpC),17.83079935411315,10.599132982467559,28.19625,3,16.490938,5.3701143,0,HDBSCAN,UMAP
Spain,animal,E. faecalis,22.041062801932366,33.54206334295085,93.47826086956519,12,5.390673,8.944649,2,HDBSCAN,UMAP
Spain,animal,E. faecium,15.93368399339934,26.99922557635737,75.37747524752474,12,5.466621,8.839,2,HDBSCAN,UMAP
Spain,animal,S. Derby,10.786666666666667,16.034421307508,47.6,15,7.7491035,3.9226608,1,HDBSCAN,UMAP
Spain,animal,S. Enteritidis,0.7844444444444445,0.924951021154305,1.9666666666666668,15,-0.21947405,-2.983678,-1,HDBSCAN,UMAP
Spain,animal,S. Infantis,12.072857142857142,15.920498823806803,39.65714285714285,15,4.835423,4.2933774,1,HDBSCAN,UMAP
Spain,animal,S. Kentucky,17.776666666666664,28.497586781707543,75.0,15,4.1699195,4.7151785,1,HDBSCAN,UMAP
Spain,animal,S. Typhimurium,28.720000000000002,39.055824515319465,100.0,15,7.753372,6.6545367,1,HDBSCAN,UMAP
Spain,animal,S. Typhimurium (mono),29.01333333333333,38.89003483572378,96.5,15,8.284377,6.2820644,1,HDBSCAN,UMAP
Spain,animal,Salmonella spp.,9.998035294117646,10.726848939790452,27.047058823529415,15,6.096263,3.1531165,1,HDBSCAN,UMAP
Spain,human,C. coli,47.6,43.67401973713892,86.7,4,4.3067007,9.602375,2,HDBSCAN,UMAP
Spain,human,C. jejuni,39.9,45.12567635688873,86.7,4,4.040357,10.347954,2,HDBSCAN,UMAP
Spain,human,S. Derby,9.545454545454545,10.829253310950266,30.0,11,6.7227125,2.9818301,1,HDBSCAN,UMAP
Spain,human,S. Enteritidis,4.490909090909091,6.821063633401252,18.7,11,3.7746916,3.4536023,1,HDBSCAN,UMAP
Spain,human,S. Infantis,21.03636363636364,18.323879104996994,48.3,11,7.244009,4.5949903,1,HDBSCAN,UMAP
Spain,human,S. Kentucky,36.35454545454546,27.44719889665842,70.8,11,8.835164,5.024442,1,HDBSCAN,UMAP
Spain,human,S. Typhimurium,27.472727272727273,26.64571601248842,67.4,11,7.691594,6.4387374,1,HDBSCAN,UMAP
Spain,human,S. Typhimurium (mono),27.5,34.767456047286515,87.6,11,7.345605,6.9736934,1,HDBSCAN,UMAP
Spain,human,Salmonella spp.,12.772727272727273,11.664312316556936,29.7,11,5.9669085,3.5943978,1,HDBSCAN,UMAP
Spain,meat,E. coli,18.613333333333333,15.812918166878022,47.2,15,8.992835,4.7435565,1,HDBSCAN,UMAP
Spain,meat,E. coli (ESBL/AmpC),8.812136176580621,6.334768206793583,15.2425,3,16.7861,4.151134,0,HDBSCAN,UMAP
Sweden,animal,C. coli,6.224999999999999,15.101581043056386,37.05,6,0.8801609,11.323735,2,HDBSCAN,UMAP
Sweden,animal,C. jejuni,2.9333333333333336,6.131122790049688,15.4,6,0.71376395,11.396051,2,HDBSCAN,UMAP
Sweden,animal,E. coli,2.962222222222222,4.038679390212996,10.733333333333334,15,4.683277,1.3954681,1,HDBSCAN,UMAP
Sweden,animal,E. coli (ESBL/AmpC),0.78875,0.12625000000000003,0.915,3,18.395632,2.7506633,0,HDBSCAN,UMAP
Sweden,animal,S. Enteritidis,0.0,0.0,0.0,15,0.0044628372,-3.0953984,-1,HDBSCAN,UMAP
Sweden,animal,Salmonella spp.,3.3333333333333335,8.79664438186246,25.0,15,4.6930447,1.5396179,1,HDBSCAN,UMAP
Sweden,human,S. Enteritidis,4.8357142857142845,11.670647410877041,33.2,14,3.6784368,3.922054,1,HDBSCAN,UMAP
Sweden,human,S. Kentucky,15.235714285714282,12.655895989486611,40.0,14,8.633289,4.411342,1,HDBSCAN,UMAP
Sweden,human,S. Typhimurium,1.8857142857142857,2.582442833638528,7.1,14,4.396797,1.0904082,1,HDBSCAN,UMAP
Sweden,human,S. Typhimurium (mono),22.278571428571432,35.634926224603966,90.8,14,7.454204,6.8966093,1,HDBSCAN,UMAP
Sweden,human,Salmonella spp.,5.428571428571428,5.972942654675663,14.3,14,5.0926366,2.34151,1,HDBSCAN,UMAP
Sweden,meat,E. coli,6.666666666666667,17.59328876372492,50.0,15,6.3161554,3.5077133,1,HDBSCAN,UMAP
Sweden,meat,E. coli (ESBL/AmpC),0.45416666666666666,0.12520816001097262,0.575,3,18.517916,2.600557,0,HDBSCAN,UMAP
Switzerland,animal,C. coli,20.92222222222222,25.312400708538682,55.666666666666664,6,2.7791133,10.752057,2,HDBSCAN,UMAP
Switzerland,animal,C. jejuni,13.575000000000001,21.894285784194924,51.1,6,1.1726328,11.313273,2,HDBSCAN,UMAP
Switzerland,animal,E. coli,7.351111111111111,8.728259764610499,25.433333333333334,15,6.0440226,2.879579,1,HDBSCAN,UMAP
Switzerland,animal,E. coli (ESBL/AmpC),5.253525733525733,2.225856654381314,7.442251082251082,3,17.690695,4.092674,0,HDBSCAN,UMAP
Switzerland,animal,S. Enteritidis,0.0,0.0,0.0,15,-0.14674573,-3.1102571,-1,HDBSCAN,UMAP
Switzerland,animal,Salmonella spp.,0.07777777777777778,0.30123203803835474,1.1666666666666667,15,-0.09439602,-3.1585464,-1,HDBSCAN,UMAP
Switzerland,meat,E. coli,1.6733333333333333,4.409157137896841,16.7,15,4.5283566,1.1967992,1,HDBSCAN,UMAP
Switzerland,meat,E. coli (ESBL/AmpC),5.595555555555556,2.7052754960002248,8.64,3,17.609089,3.9382653,0,HDBSCAN,UMAP
Total,animal,E. faecium,10.050037235627048,20.15729288044804,69.35,12,5.551826,3.7011137,1,HDBSCAN,UMAP
Total (1 Non-Mss),animal,E. coli (ESBL/AmpC),12.183420479302832,5.582912697150412,16.83,3,17.0128,5.190581,0,HDBSCAN,UMAP
Total (1 Non-Mss),meat,E. coli,6.666666666666667,17.59328876372492,50.0,15,3.9156852,4.3234777,1,HDBSCAN,UMAP
Total (11 Mss And 2 Non-Mss),animal,E. coli,9.866666666666669,12.376167573587706,36.5,15,7.063185,3.291735,1,HDBSCAN,UMAP
Total (11 Mss),animal,E. coli,10.146666666666668,12.661012522513282,37.4,15,7.131306,3.2965858,1,HDBSCAN,UMAP
Total (12 Mss And Non-Mss),animal,E. coli (ESBL/AmpC),8.427777777777777,5.9481634264828465,14.05,3,16.880335,4.050921,0,HDBSCAN,UMAP
Total (12 Mss),animal,E. coli,16.953333333333337,19.840106086505926,58.2,15,7.8067813,4.6707416,1,HDBSCAN,UMAP
Total (12 Mss),animal,E. coli (ESBL/AmpC),10.736755124450545,7.370805093216345,17.561041158398844,3,16.804268,4.317807,0,HDBSCAN,UMAP
Total (13 Mss And Non-Mss),animal,E. coli (ESBL/AmpC),12.944444444444443,8.121941019603991,20.7,3,16.547771,5.0447917,0,HDBSCAN,UMAP
Total (13 Mss),meat,E. coli,16.133333333333333,15.307312289354051,43.9,15,8.624425,4.4984865,1,HDBSCAN,UMAP
Total (2 Non-Mss),animal,E. coli,7.373333333333334,10.403602855787621,28.1,15,6.2187076,3.2613328,1,HDBSCAN,UMAP
Total (2 Non-Mss),meat,E. coli,4.6,6.534305078364712,23.1,15,5.0771046,2.072075,1,HDBSCAN,UMAP
Total (2 Non-Mss),meat,E. coli (ESBL/AmpC),3.087037037037037,1.2416925591798613,4.516666666666667,3,18.08217,3.5915692,0,HDBSCAN,UMAP
Total (20 Mss),human,S. Kentucky,37.25333333333334,28.95572646711001,79.5,15,9.009771,5.080529,1,HDBSCAN,UMAP
Total (22 Mss),human,S. Derby,6.3933333333333335,6.8724571054803,23.1,15,5.360708,2.809464,1,HDBSCAN,UMAP
Total (23 Mss),human,C. coli,30.4,35.98888717368182,76.5,5,3.7609856,11.604075,2,HDBSCAN,UMAP
Total (23 Mss),human,C. jejuni,25.32,32.191256576902994,72.0,5,3.6895525,11.472593,2,HDBSCAN,UMAP
Total (23 Mss),human,S. Typhimurium (mono),21.79333333333333,30.364158068981514,82.9,15,7.2904434,5.9709926,1,HDBSCAN,UMAP
Total (26 Mss),human,S. Infantis,15.16,14.944841441590665,46.6,15,6.6979585,4.4234843,1,HDBSCAN,UMAP
Total (27 Mss + United Kingdom (Northern Ireland)),animal,E. coli,15.266666666666667,16.808274606219857,43.7,15,7.818862,4.394483,1,HDBSCAN,UMAP
Total (27 Mss),human,S. Enteritidis,6.7266666666666675,11.395078302662492,32.5,15,3.5471792,2.5594053,1,HDBSCAN,UMAP
Total (27 Mss),human,S. Typhimurium,10.286666666666665,11.698831850516815,34.9,15,5.9381733,3.7005386,1,HDBSCAN,UMAP
Total (27 Mss),human,Salmonella spp.,9.74,8.842979459112506,23.5,15,4.7060328,2.796777,1,HDBSCAN,UMAP
Total (27 Mss),meat,E. coli (ESBL/AmpC),7.611111111111112,4.871040652369577,12.2,3,16.909367,4.027668,0,HDBSCAN,UMAP
"Total (27 Mss, United Kingdom (Northern Ireland), And 4 Non-Mss)",animal,E. coli,16.4,18.521493306040803,45.4,15,7.621228,4.614742,1,HDBSCAN,UMAP
"Total (27 Mss, United Kingdom (Northern Ireland), And 5 Non-Mss)",animal,E. coli,11.426666666666668,14.55366751355953,39.6,15,7.6085715,3.767833,1,HDBSCAN,UMAP
Total (28 Mss),animal,E. coli (ESBL/AmpC),13.107814948983483,5.935438924422941,19.307271685358952,3,16.832575,5.0258327,0,HDBSCAN,UMAP
Total (28 Mss),meat,E. coli (ESBL/AmpC),4.532927502599033,2.190978723649763,6.738333333333332,3,17.854738,3.7778184,0,HDBSCAN,UMAP
Total (29 Mss And Non-Mss),meat,E. coli (ESBL/AmpC),7.544444444444444,4.761924603133267,12.1,3,17.008663,3.9610107,0,HDBSCAN,UMAP
Total (3 Non-Mss),animal,E. coli (ESBL/AmpC),3.0333333333333337,2.040424792373719,4.800000000000001,3,17.886185,3.8673017,0,HDBSCAN,UMAP
Total (30 Mss And Non-Mss),meat,E. coli (ESBL/AmpC),1.5666666666666664,0.7751343969488989,2.3499999999999996,3,18.314774,3.0591736,0,HDBSCAN,UMAP
Total (31 Mss And Non-Mss),animal,E. coli (ESBL/AmpC),12.180555555555557,5.323521791000697,17.825000000000003,3,16.838774,4.993061,0,HDBSCAN,UMAP
Total (32 Mss And Non-Mss),meat,E. coli (ESBL/AmpC),9.455555555555556,4.500658388050122,14.0,3,17.07801,4.494629,0,HDBSCAN,UMAP
Total (4 Mss),meat,E. coli,23.2,23.985710031480945,74.0,15,8.281183,5.4634037,1,HDBSCAN,UMAP
Total (4 Non-Mss),animal,E. coli,4.126666666666667,5.343282386947808,13.1,15,4.624957,1.6219698,1,HDBSCAN,UMAP
Total (5 Mss + Xi),meat,E. coli,8.066666666666666,9.895068516810834,29.5,15,6.60981,2.9557467,1,HDBSCAN,UMAP
"Total (5 Mss, Xi, And 1 Non-Mss)",meat,E. coli,8.06,9.822481502000544,29.3,15,6.5710897,2.9080098,1,HDBSCAN,UMAP
Total (5 Non-Mss),animal,E. coli,4.786666666666666,6.282500260549898,18.6,15,5.1328216,2.0415819,1,HDBSCAN,UMAP
Total (7 Mss + Xi),meat,E. coli,1.6600000000000001,1.9999285701530156,7.2,15,4.3352885,1.0253823,1,HDBSCAN,UMAP
"Total (7 Mss, Xi, And 2 Non-Mss)",meat,E. coli,1.8800000000000001,2.2281318247741604,7.5,15,4.255996,0.96324927,1,HDBSCAN,UMAP
Total Non-Ms,animal,E. faecalis,12.195512820512823,28.57100221175131,85.96153846153845,12,5.6217284,6.922101,1,HDBSCAN,UMAP
Total Non-Ms,animal,E. faecium,9.469696969696969,17.223124314934598,57.070707070707044,12,5.7428956,3.3458517,1,HDBSCAN,UMAP
Total Non-Ms (4 Non-Mss),meat,E. coli (ESBL/AmpC),3.3000000000000003,1.8681541692269403,5.0,3,18.177015,3.4603126,0,HDBSCAN,UMAP
United Kingdom (NI),animal,C. coli,17.016666666666666,25.00891174494937,64.3,6,2.1081538,10.989125,2,HDBSCAN,UMAP
United Kingdom (NI),animal,C. jejuni,25.683333333333334,32.68262025399228,81.2,6,4.9111295,10.263703,2,HDBSCAN,UMAP
United Kingdom (NI),animal,E. coli,10.74,16.56959564986424,44.4,15,7.689114,3.8273675,1,HDBSCAN,UMAP
United Kingdom (NI),animal,E. coli (ESBL/AmpC),7.764393424036282,2.056291014534728,10.0425,3,17.430866,4.5376663,0,HDBSCAN,UMAP
United Kingdom (NI),animal,S. Derby,16.82,22.604177869209426,57.1,15,7.945174,4.5410757,1,HDBSCAN,UMAP
United Kingdom (NI),animal,S. Enteritidis,0.0,0.0,0.0,15,0.064959444,-2.9749231,-1,HDBSCAN,UMAP
United Kingdom (NI),animal,S. Typhimurium,34.45333333333333,39.067576374911255,100.0,15,8.37235,6.540279,1,HDBSCAN,UMAP
United Kingdom (NI),animal,S. Typhimurium (mono),24.966666666666672,37.00373854986367,95.7,15,7.9881053,6.8197694,1,HDBSCAN,UMAP
United Kingdom (NI),animal,Salmonella spp.,11.606969696969696,19.14437024493881,49.518181818181816,15,6.504257,5.846718,1,HDBSCAN,UMAP
United Kingdom (NI),meat,E. coli,4.055555555555555,6.896107329232652,17.066666666666666,15,5.0015955,1.7711067,1,HDBSCAN,UMAP
United Kingdom (NI),meat,E. coli (ESBL/AmpC),3.03375,0.8476520881234233,3.68375,3,18.14732,3.52014,0,HDBSCAN,UMAP
